title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4382,Somos rivales y hermanos,ROMANCE,"bonza,Minha",SUNDAY,13,39959,8.65,167376,26318,ONGOING,False,"Hyunwoo es una fotógrafa aficionada que pasa su aburrida vida trabajando en una cafetería. Eso es hasta que una mujer misteriosa y hermosa comienza a frecuentar el café. Hyunwoo, en secreto, toma fotos de la mujer y se enamora de ella. Sin embargo, cuando ella descubre lo que hace Hyunwoo, sus vidas cambian por completo. Resulta que esta misteriosa mujer es la novia de su hermano... ¿ahora qué podrá pasar?"
4381,Impura compañía,ROMANCE,"Hwang Han-yeong,I-room",WEDNESDAY,13,124535,9.59,1169568,143088,ONGOING,False,"Una noche que Yoo-kyung vuelve tarde del trabajo, nota algo raro. ¿Alguien ordenó y limpió todo su apartamento? En ese momento, un desconocido sale de la ducha. Ah, no, no es un desconocido... es el amigo de su hermano menor, Lee-jun Kwon, ¡y ahora van a vivir juntos! De un día para el otro, la vida de Yoo-kyung da un vuelco de 180 grados. Ese sueño que tuvo... ¿estará por hacerse realidad?"
4380,La villana prometida,ROMANCE,"JAGAE,NAJEON,YU-IRAN,MNM,Paji","MONDAY,SATURDAY,SUNDAY",38,160495,9.82,3941255,555128,ONGOING,False,"Pese a su destino, la princesa Cecile se rehusará a vivir condenada. Por tradición, las princesas están obligadas a casarse con un emperador, el que sea que quiera tomar su mano. Cecile, con tan mala suerte, ha sido elegida por el emperador Estian para ser su esposa. ¿Cuál es el problema? Estian es conocido como el emperador más violento, sádico y desalmado de todo el territorio. En su primer encuentro, como un acto de desesperación, Cecile decide combatir el fuego con... ¡más fuego! """"¡Si voy a morir, lo haré con estilo!"""", se dijo a sí misma. Si Estian es malvado, Cecile lo será aún más. No lo esperábamos pero tal vez este matrimonio sí tenga futuro...
"
4379,Libre en sueños,HORROR,2L,THURSDAY,15,239426,9.78,3681933,420440,ONGOING,False,"Jeongmin es una chica solitaria que va a la preparatoria y es objeto de las burlas y el bullying de Juhyeon, la joven más popular del aula. Durante la escuela primaria, ambas eran amigas, pero su amistad terminó cuando Juhyeon le pidió a Jeongmin que solo fuera amiga de ella. Juhyeon se aprovecha de esta «traición» para insultar a Jeongmin y aislarla del grupo. Jeongmin tiene una sola forma de escapar de su calvario: los sueños lúcidos. Un día, un hombre misterioso aparece en sus sueños y le ofrece ayuda para vengarse de Juhyeon...

"
4378,Adicta a mi teléfono,ROMANCE,HD,SATURDAY,15,100335,9.67,978133,159976,ONGOING,False,"¿Alguna vez te resultó imposible despegarte de tu teléfono en todo el día? Ese es el caso de Damu Ju, una chica de tercer año de la preparatoria que tiene un vínculo especial con su relativamente anticuado teléfono inteligente de diez años. Todo lo que quiere es graduarse sin ningún problema, pero su vida se llena de ellos cuando su celular se transforma en un chico muy guapo… ¡que sigue funcionando como un teléfono! "
4377,Nuestro paraíso,ROMANCE,"Iksuk,greeneer","THURSDAY,FRIDAY,SATURDAY",42,212796,9.77,3273961,600256,ONGOING,False,"Año nuevo, vida nueva. Maehwa Yang llega a la universidad listo para dejar atrás al amor imposible que lo fascinó toda la secundaria. Pero resulta que lo imposible es olvidarlo, ¡porque Jaewon Myeong también va a esa universidad! Entre fiestas, reuniones y estudios se reavivan los sentimientos de antes... ¿y surgen otros nuevos?


"
4282,Reencuentro,ROMANCE,stephattyy,MONDAY,16,104828,9.81,1169065,148186,ONGOING,False,"Después de haber vivido lejos durante una década, Rhea regresa a la bulliciosa ciudad en su búsqueda de independencia. Las cosas no iban muy bien pero cambiaron cuando encuentra una cara conocida, una que no pensó que volvería a ver. Los sentimientos se reavivan a medida que los secretos comienzan a salir a la luz. Rhea pronto sospecha que su amigo de la infancia podría no ser la persona que ella cree y, por lo tanto, su relación más preciada se pone a prueba. "
4281,La chica más normal,ROMANCE,Chogori,SUNDAY,16,100425,9.74,886905,123540,ONGOING,False,"¿Alguna vez deseaste ser especial? ¡Se-Gye Lee seguro que no! Ella solo quiere ser una chica normal, pero debido a su fuerza extraordinaria, siempre se mete en problemas; como la vez que accidentalmente derribó la pared que separa su casa de la del vecino. Para su sorpresa, Juwon, su vecino atractivo, reacciona muy bien, pero él también esconde un secreto. Luego Yeong, quien le otorgó los poderes a Se-Gye, regresa a su vida. Se-Gye le pide ayuda para volver a ser normal, pero parece que su vida está muy lejos de eso."
4280,Hasta que la deuda nos separe,ROMANCE,"janggreen,flowbee","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",10,119394,9.74,3385872,519310,COMPLETED,True,"La madre de Subin les paga a casamenteros para organizarle citas todo el tiempo. Subin las rechaza, una tras otra. Un día, se encuentra con un amigo de la escuela y las cosas empiezan a complicarse cuando él le pide casamiento. ¿Acaso será la respuesta a sus plegarias o el lobo vestido de cordero? ¿Será la oportunidad para saldar su deuda?

"
4279,Dulces sueños,ROMANCE,"MJ,Baeklee",TUESDAY,18,125423,9.57,1389564,185305,ONGOING,False,"Seohwa por fin logra que la contrate la mejor compañía de colchones del país, pero su presidente, Cheolsu Gam, resulta ser un demonio del sueño que no puede dormir hace 600 años. Tras conocerse, él sospecha que ella es su pareja humana: la única persona que puede hacerlo dormir y permitirle volver al mundo de los demonios. Su relación es estrictamente profesional, pero hay una química evidente entre los dos. ¿Él podrá volver al mundo de los demonios, o acaso el repentino insomnio de ella torcerá sus destinos?"
