title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4283,首爾末日危機,THRILLER,park chang geun,FRIDAY,18,41549,9.73,1016060,35666,ONGOING,False,"未知生物吞噬城市！
極限生存挑戰開始！
因為修學旅行(校外教學)而來到首爾的言禹，一想到可以和自己單戀的同班同學少妍變熟，心中便激動不已。然而就在言禹的班級在首爾觀光的時候，未知的細胞卻出現在他們的面前。
一旦接觸到這些細胞，感染者就會變異成為極其兇惡的的樣貌，言禹和班上同學的修學旅行竟因此變成通往地獄的旅行…！究竟言禹有辦法安全地離開首爾嗎？​"
4270,先熱情地打掃吧？！,ADAPTATION,AENGO,THURSDAY,20,20975,9.04,357196,18476,ONGOING,False,經營清潔公司、患有嚴重潔癖的霸道社長張善傑，某天發現自己的公司竟錄用了一位不修邊幅、雜亂無章的少女！兩個極端世界的人，戀愛清掃模式START!
4268,如出一轍的女兒,THRILLER,YIDAHM,SATURDAY,16,49578,9.87,1003632,53901,ONGOING,False,"「我媽好像殺了人。」
吉韶明本來是個品行優良、端莊乖巧的好學生，她按照母親的要求，一直過著完美女兒的生活，直到他看到弟弟溺死在河川中的模樣，她的腦海裡開始浮現令人毛骨悚然的想法，那些全都是對她媽媽產生的疑惑。"
4267,小千金米茵特,WESTERN_PALACE,"Yoon Oh,gomok,GALPI",MONDAY,18,49655,9.7,866277,55885,ONGOING,False,米茵特在孤兒院飽受虐待和欺凌，但某一天突然出現一名男子指定要收養她，而那個人竟是大貴族奧蓋多尼亞大公？「我真的可以留在這裡嗎?」少女米茵特從孤兒搖身一變成為貴族千金的療癒成長故事!
4266,花樣少女在男校,SCHOOL,Caramel_Kung,MONDAY,16,20287,9.32,308818,18430,ONGOING,False,小昕——一個從小病弱的女孩因父母向神明的祈願讓她奇蹟般地痊癒了。而她也因此必須付出終身假扮成男生的代價。偶然一次意外讓維少爺發生事故，他趁機向小昕提出一千萬泰銖的賠償！不過如果她願意陪同他入讀男子學校的話，這一千萬就會一筆勾銷。因此（假）小子在充滿帥哥的男子學校也就此拉開序幕！
4265,不溫不熱的關係,ROMANCE,kim in jeong,SUNDAY,17,13749,9.09,328038,18526,ONGOING,False,知媛和她的男友在五年的交往期間內，並沒有經歷感情上的危機。漢娜揮別了純樸的過去，搖身一變成為華麗的性愛專欄作家。但是我們的「關係」已經在不知不覺中產生了裂痕。關於愛情和性愛以及你和我的故事。你對現在身旁的那個人，還滿意嗎？
4264,天下第一人,MARTIAL_ARTS,"Kwon Soon Kyu,Shinkwon eeh",TUESDAY,16,15487,8.04,347257,12823,ONGOING,False,"不知從何出現的不明身份的傢伙，讓人想將他連靈魂都徹底教育一番的花嶽谷解決師，蘇摩。
他得保護花嶽谷免受魔靈城的威脅才行…
他能成功守護嗎…？"
4260,新林/男/22,THRILLER,"jaw,泰俊漫畫工作室",THURSDAY,17,22324,7.79,554218,21735,ONGOING,False,"在好友慫恿下，單身寂寞的姜赫開始嘗試匿名聊天，很快就與一群素昧平生的人一起去喝酒。
某天，姜赫在新聞上看到聚會的成員之一遭到殺害。儘管只有一面之緣，仍讓姜赫毛骨悚然。
姜赫和好友去獵豔轉換心情時，卻又遇到同一群人，許多巧合讓他感覺到了不對勁…"
4259,夫家對我太執著,WESTERN_PALACE,"seungu,Han Yoon seol",TUESDAY,17,96030,9.82,1984262,94802,ONGOING,False,"我的丈夫和家人，為了遺產謀殺了我。回到過去的我下定決心，要拯救自己的性命及遺產。
我向受到家族詛咒、對財產和女人都毫無興趣的拉菲雷昂公爵，提出締結1年契約婚姻的提議。"
4258,殘火騎士,MARTIAL_ARTS,HwanDaeng,TUESDAY,17,13192,9.29,222590,12806,ONGOING,False,"既是唯一的家人，也是最有希望成為最強騎士的雙胞胎弟弟被殺害了。
與天才般的弟弟不同，他完全沒有武術方面的天分，但為了幫弟弟報仇，決定用「演」的來假裝。
身心交瘁的他是否能復仇成功呢?"
4257,幻影戀歌,EASTERN_PALACE,潘志澐,MONDAY,21,29808,9.8,549831,30003,ONGOING,False,《親愛的X》作家最新力作，家族被誣陷為逆賊，煙月為了替家族報仇，隱瞞身份成為刺客，並假借宮女之名潛入宮中，試圖刺殺王卻反遭暗算並失去記憶，甚至在隔日被冊封為後宮，她該如何是好...？
